angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.42,,,"[537, 169, 307, 404]",,,0.0,,,0.13,,,0.03,,,0.24,,,0.14,,,0.04,,
0.39,,,"[537, 169, 306, 406]",,,0.0,,,0.15,,,0.02,,,0.24,,,0.16,,,0.04,,
0.49,,,"[533, 164, 311, 409]",,,0.0,,,0.13,,,0.01,,,0.16,,,0.18,,,0.03,,
0.46,,,"[528, 165, 309, 407]",,,0.0,,,0.08,,,0.01,,,0.09,,,0.35,,,0.01,,
0.4,,,"[530, 170, 306, 401]",,,0.0,,,0.07,,,0.02,,,0.1,,,0.4,,,0.01,,
0.42,,,"[531, 171, 306, 401]",,,0.0,,,0.07,,,0.03,,,0.1,,,0.37,,,0.01,,
0.49,,,"[530, 170, 307, 406]",,,0.03,,,0.11,,,0.04,,,0.06,,,0.26,,,0.01,,
0.34,,,"[536, 177, 302, 400]",,,0.05,,,0.13,,,0.01,,,0.05,,,0.41,,,0.01,,
0.43,,,"[534, 175, 304, 403]",,,0.04,,,0.15,,,0.01,,,0.05,,,0.31,,,0.01,,
0.47,,,"[534, 176, 305, 401]",,,0.03,,,0.12,,,0.02,,,0.05,,,0.29,,,0.01,,
0.55,,,"[532, 173, 310, 405]",,,0.02,,,0.15,,,0.02,,,0.07,,,0.17,,,0.02,,
0.45,,,"[537, 154, 305, 426]",,,0.01,,,0.19,,,0.04,,,0.09,,,0.18,,,0.03,,
0.41,,,"[538, 154, 304, 425]",,,0.01,,,0.2,,,0.03,,,0.12,,,0.19,,,0.04,,
0.44,,,"[535, 155, 308, 428]",,,0.01,,,0.16,,,0.05,,,0.11,,,0.19,,,0.03,,
0.53,,,"[538, 159, 297, 426]",,,0.01,,,0.17,,,0.02,,,0.06,,,0.17,,,0.03,,
0.4,,,"[541, 170, 300, 407]",,,0.01,,,0.23,,,0.03,,,0.08,,,0.2,,,0.03,,
0.43,,,"[540, 171, 303, 409]",,,0.01,,,0.25,,,0.04,,,0.06,,,0.18,,,0.03,,
0.5,,,"[541, 171, 300, 408]",,,0.01,,,0.18,,,0.03,,,0.07,,,0.18,,,0.03,,
0.48,,,"[542, 171, 301, 410]",,,0.01,,,0.19,,,0.04,,,0.07,,,0.18,,,0.03,,
0.47,,,"[543, 171, 301, 411]",,,0.01,,,0.19,,,0.04,,,0.07,,,0.2,,,0.03,,
0.5,,,"[542, 171, 302, 411]",,,0.01,,,0.19,,,0.03,,,0.07,,,0.18,,,0.03,,
0.26,,,"[542, 183, 295, 386]",,,0.06,,,0.2,,,0.1,,,0.1,,,0.23,,,0.07,,
0.42,,,"[544, 169, 303, 415]",,,0.0,,,0.22,,,0.03,,,0.08,,,0.23,,,0.02,,
0.45,,,"[544, 168, 303, 417]",,,0.0,,,0.17,,,0.03,,,0.07,,,0.25,,,0.02,,
0.46,,,"[545, 167, 304, 418]",,,0.0,,,0.15,,,0.02,,,0.09,,,0.25,,,0.02,,
0.42,,,"[546, 167, 302, 417]",,,0.0,,,0.2,,,0.02,,,0.09,,,0.24,,,0.03,,
0.4,,,"[546, 165, 302, 415]",,,0.01,,,0.15,,,0.04,,,0.13,,,0.25,,,0.02,,
0.42,,,"[549, 166, 300, 414]",,,0.01,,,0.14,,,0.03,,,0.12,,,0.26,,,0.02,,
0.38,,,"[546, 166, 304, 414]",,,0.0,,,0.19,,,0.04,,,0.12,,,0.26,,,0.02,,
0.41,,,"[547, 165, 304, 414]",,,0.0,,,0.14,,,0.05,,,0.14,,,0.23,,,0.02,,
0.38,,,"[548, 165, 304, 413]",,,0.0,,,0.12,,,0.05,,,0.16,,,0.27,,,0.01,,
0.29,,,"[550, 165, 302, 410]",,,0.0,,,0.08,,,0.04,,,0.26,,,0.32,,,0.01,,
0.36,,,"[549, 163, 300, 406]",,,0.01,,,0.16,,,0.01,,,0.13,,,0.33,,,0.01,,
0.32,,,"[550, 164, 298, 405]",,,0.01,,,0.19,,,0.02,,,0.17,,,0.29,,,0.01,,
0.28,,,"[537, 175, 306, 400]",,,0.0,,,0.12,,,0.02,,,0.09,,,0.46,,,0.03,,
0.4,,,"[551, 165, 302, 412]",,,0.0,,,0.13,,,0.04,,,0.14,,,0.27,,,0.01,,
0.4,,,"[552, 165, 302, 413]",,,0.01,,,0.2,,,0.03,,,0.1,,,0.24,,,0.02,,
0.31,,,"[552, 165, 304, 414]",,,0.01,,,0.22,,,0.03,,,0.1,,,0.3,,,0.03,,
0.31,,,"[538, 170, 311, 409]",,,0.01,,,0.16,,,0.04,,,0.06,,,0.38,,,0.04,,
0.42,,,"[550, 162, 301, 415]",,,0.01,,,0.15,,,0.04,,,0.1,,,0.24,,,0.03,,
0.46,,,"[536, 167, 311, 410]",,,0.0,,,0.12,,,0.01,,,0.05,,,0.32,,,0.03,,
0.47,,,"[541, 168, 304, 400]",,,0.0,,,0.12,,,0.01,,,0.15,,,0.23,,,0.02,,
0.33,,,"[553, 172, 292, 390]",,,0.0,,,0.1,,,0.03,,,0.29,,,0.19,,,0.05,,
0.36,,,"[556, 174, 287, 386]",,,0.0,,,0.1,,,0.02,,,0.28,,,0.22,,,0.02,,
0.29,,,"[555, 171, 287, 391]",,,0.0,,,0.25,,,0.02,,,0.18,,,0.23,,,0.03,,
0.24,,,"[558, 169, 288, 393]",,,0.0,,,0.16,,,0.02,,,0.23,,,0.33,,,0.02,,
0.24,,,"[557, 158, 304, 406]",,,0.01,,,0.17,,,0.02,,,0.24,,,0.3,,,0.01,,
0.24,,,"[558, 158, 306, 408]",,,0.0,,,0.16,,,0.03,,,0.24,,,0.32,,,0.01,,
0.23,,,"[559, 158, 305, 406]",,,0.0,,,0.15,,,0.03,,,0.24,,,0.33,,,0.01,,
0.25,,,"[561, 158, 306, 407]",,,0.0,,,0.14,,,0.02,,,0.22,,,0.36,,,0.01,,
0.27,,,"[561, 159, 304, 406]",,,0.0,,,0.15,,,0.02,,,0.17,,,0.37,,,0.01,,
0.29,,,"[561, 159, 305, 408]",,,0.0,,,0.18,,,0.03,,,0.16,,,0.33,,,0.02,,
0.28,,,"[557, 159, 310, 413]",,,0.0,,,0.18,,,0.02,,,0.09,,,0.41,,,0.02,,
0.44,,,"[556, 157, 311, 419]",,,0.01,,,0.18,,,0.03,,,0.05,,,0.24,,,0.05,,
0.26,,,"[559, 161, 309, 414]",,,0.0,,,0.21,,,0.03,,,0.1,,,0.34,,,0.05,,
0.21,,,"[565, 159, 303, 411]",,,0.01,,,0.2,,,0.03,,,0.11,,,0.4,,,0.04,,
0.24,,,"[564, 158, 300, 403]",,,0.0,,,0.19,,,0.03,,,0.23,,,0.28,,,0.03,,
0.25,,,"[567, 159, 297, 401]",,,0.0,,,0.14,,,0.03,,,0.32,,,0.24,,,0.03,,
0.25,,,"[568, 161, 299, 399]",,,0.0,,,0.12,,,0.03,,,0.29,,,0.29,,,0.02,,
0.26,,,"[568, 160, 299, 401]",,,0.0,,,0.12,,,0.04,,,0.32,,,0.25,,,0.03,,
0.37,,,"[564, 159, 301, 404]",,,0.0,,,0.15,,,0.02,,,0.2,,,0.24,,,0.02,,
0.23,,,"[564, 158, 300, 408]",,,0.0,,,0.14,,,0.04,,,0.36,,,0.19,,,0.04,,
0.21,,,"[563, 158, 301, 408]",,,0.0,,,0.1,,,0.05,,,0.41,,,0.18,,,0.05,,
0.19,,,"[565, 160, 300, 405]",,,0.0,,,0.1,,,0.03,,,0.35,,,0.31,,,0.02,,
0.22,,,"[564, 158, 301, 407]",,,0.0,,,0.08,,,0.04,,,0.42,,,0.19,,,0.05,,
0.2,,,"[567, 162, 297, 401]",,,0.0,,,0.07,,,0.03,,,0.36,,,0.33,,,0.01,,
0.04,,,"[572, 170, 291, 390]",,,0.0,,,0.04,,,0.02,,,0.41,,,0.48,,,0.0,,
0.05,,,"[571, 168, 292, 392]",,,0.0,,,0.07,,,0.02,,,0.35,,,0.5,,,0.0,,
0.15,,,"[568, 163, 297, 396]",,,0.0,,,0.09,,,0.02,,,0.31,,,0.42,,,0.01,,
0.21,,,"[569, 162, 298, 398]",,,0.0,,,0.08,,,0.03,,,0.3,,,0.36,,,0.01,,
0.18,,,"[570, 159, 302, 402]",,,0.0,,,0.09,,,0.02,,,0.42,,,0.27,,,0.02,,
0.18,,,"[571, 156, 302, 407]",,,0.0,,,0.08,,,0.03,,,0.34,,,0.34,,,0.02,,
0.18,,,"[570, 155, 306, 409]",,,0.0,,,0.09,,,0.03,,,0.32,,,0.35,,,0.02,,
0.18,,,"[570, 154, 306, 409]",,,0.0,,,0.11,,,0.02,,,0.23,,,0.44,,,0.01,,
0.14,,,"[571, 154, 304, 407]",,,0.0,,,0.16,,,0.02,,,0.27,,,0.38,,,0.03,,
0.18,,,"[572, 156, 304, 405]",,,0.0,,,0.17,,,0.03,,,0.23,,,0.35,,,0.04,,
0.27,,,"[577, 169, 298, 392]",,,0.0,,,0.11,,,0.04,,,0.29,,,0.26,,,0.03,,
0.33,,,"[575, 169, 300, 392]",,,0.0,,,0.13,,,0.03,,,0.2,,,0.27,,,0.04,,
0.28,,,"[578, 169, 297, 390]",,,0.0,,,0.09,,,0.04,,,0.3,,,0.28,,,0.02,,
0.35,,,"[575, 169, 300, 394]",,,0.0,,,0.13,,,0.03,,,0.16,,,0.29,,,0.04,,
0.32,,,"[575, 170, 300, 393]",,,0.0,,,0.13,,,0.03,,,0.17,,,0.3,,,0.05,,
0.3,,,"[576, 170, 300, 393]",,,0.0,,,0.11,,,0.03,,,0.22,,,0.31,,,0.02,,
0.29,,,"[576, 170, 300, 393]",,,0.0,,,0.11,,,0.03,,,0.24,,,0.3,,,0.02,,
0.3,,,"[573, 170, 300, 392]",,,0.0,,,0.13,,,0.03,,,0.23,,,0.3,,,0.02,,
0.36,,,"[573, 168, 301, 398]",,,0.0,,,0.12,,,0.02,,,0.15,,,0.31,,,0.03,,
0.3,,,"[571, 157, 308, 409]",,,0.01,,,0.16,,,0.06,,,0.24,,,0.22,,,0.03,,
0.29,,,"[571, 156, 306, 409]",,,0.01,,,0.16,,,0.03,,,0.21,,,0.28,,,0.02,,
0.24,,,"[572, 156, 304, 408]",,,0.01,,,0.22,,,0.03,,,0.21,,,0.26,,,0.03,,
0.22,,,"[572, 156, 305, 408]",,,0.01,,,0.18,,,0.04,,,0.22,,,0.32,,,0.02,,
0.28,,,"[572, 157, 305, 409]",,,0.01,,,0.2,,,0.04,,,0.2,,,0.23,,,0.03,,
0.27,,,"[572, 157, 305, 409]",,,0.01,,,0.2,,,0.03,,,0.21,,,0.24,,,0.03,,
0.27,,,"[572, 157, 306, 410]",,,0.01,,,0.19,,,0.03,,,0.2,,,0.29,,,0.03,,
0.23,,,"[572, 156, 306, 410]",,,0.01,,,0.16,,,0.05,,,0.27,,,0.26,,,0.02,,
0.25,,,"[571, 156, 306, 411]",,,0.01,,,0.22,,,0.04,,,0.23,,,0.22,,,0.03,,
0.22,,,"[570, 166, 303, 406]",,,0.0,,,0.2,,,0.03,,,0.11,,,0.37,,,0.06,,
0.2,,,"[568, 164, 305, 409]",,,0.0,,,0.17,,,0.06,,,0.16,,,0.34,,,0.06,,
0.2,,,"[571, 153, 302, 409]",,,0.01,,,0.16,,,0.1,,,0.31,,,0.15,,,0.08,,
0.16,,,"[570, 148, 306, 411]",,,0.0,,,0.23,,,0.09,,,0.27,,,0.16,,,0.08,,
0.27,,,"[569, 147, 308, 411]",,,0.03,,,0.31,,,0.04,,,0.09,,,0.17,,,0.1,,
0.21,,,"[563, 154, 313, 419]",,,0.01,,,0.33,,,0.06,,,0.04,,,0.15,,,0.21,,
0.32,,,"[565, 148, 314, 435]",,,0.01,,,0.33,,,0.05,,,0.02,,,0.05,,,0.22,,
0.44,,,"[565, 164, 314, 418]",,,0.01,,,0.17,,,0.04,,,0.04,,,0.12,,,0.18,,
0.2,,,"[567, 156, 313, 427]",,,0.0,,,0.25,,,0.09,,,0.05,,,0.09,,,0.31,,
0.3,,,"[563, 158, 313, 426]",,,0.02,,,0.22,,,0.04,,,0.09,,,0.13,,,0.2,,
0.27,,,"[565, 158, 312, 426]",,,0.02,,,0.15,,,0.08,,,0.13,,,0.05,,,0.3,,
0.37,,,"[564, 160, 314, 429]",,,0.02,,,0.14,,,0.06,,,0.14,,,0.11,,,0.16,,
0.41,,,"[570, 183, 306, 403]",,,0.01,,,0.11,,,0.04,,,0.17,,,0.15,,,0.11,,
0.3,,,"[572, 189, 301, 393]",,,0.03,,,0.06,,,0.0,,,0.1,,,0.5,,,0.01,,
0.09,,,"[576, 181, 293, 397]",,,0.02,,,0.07,,,0.02,,,0.27,,,0.51,,,0.01,,
0.11,,,"[570, 186, 296, 389]",,,0.0,,,0.03,,,0.01,,,0.27,,,0.57,,,0.0,,
0.2,,,"[574, 168, 302, 411]",,,0.01,,,0.07,,,0.02,,,0.25,,,0.43,,,0.01,,
0.24,,,"[577, 164, 300, 405]",,,0.01,,,0.1,,,0.04,,,0.32,,,0.24,,,0.04,,
0.26,,,"[576, 161, 301, 406]",,,0.01,,,0.08,,,0.03,,,0.3,,,0.28,,,0.04,,
0.2,,,"[576, 160, 300, 404]",,,0.0,,,0.11,,,0.03,,,0.29,,,0.32,,,0.05,,
0.21,,,"[571, 166, 301, 398]",,,0.0,,,0.09,,,0.03,,,0.27,,,0.32,,,0.08,,
0.16,,,"[574, 164, 297, 396]",,,0.0,,,0.11,,,0.03,,,0.3,,,0.33,,,0.07,,
0.13,,,"[574, 163, 299, 396]",,,0.0,,,0.1,,,0.03,,,0.35,,,0.31,,,0.08,,
0.11,,,"[575, 163, 298, 395]",,,0.0,,,0.07,,,0.03,,,0.46,,,0.22,,,0.11,,
0.1,,,"[575, 162, 299, 396]",,,0.0,,,0.06,,,0.04,,,0.52,,,0.2,,,0.08,,
0.13,,,"[578, 163, 297, 395]",,,0.0,,,0.07,,,0.04,,,0.48,,,0.16,,,0.12,,
0.16,,,"[580, 164, 296, 396]",,,0.0,,,0.08,,,0.04,,,0.41,,,0.23,,,0.07,,
0.21,,,"[581, 166, 295, 394]",,,0.0,,,0.1,,,0.03,,,0.31,,,0.28,,,0.06,,
0.16,,,"[580, 165, 298, 400]",,,0.0,,,0.1,,,0.04,,,0.32,,,0.32,,,0.07,,
0.18,,,"[581, 167, 296, 398]",,,0.0,,,0.1,,,0.03,,,0.25,,,0.37,,,0.08,,
0.17,,,"[580, 168, 297, 397]",,,0.0,,,0.09,,,0.03,,,0.27,,,0.36,,,0.08,,
0.13,,,"[580, 168, 298, 399]",,,0.0,,,0.09,,,0.04,,,0.33,,,0.35,,,0.05,,
0.14,,,"[580, 169, 297, 398]",,,0.0,,,0.1,,,0.05,,,0.3,,,0.33,,,0.08,,
0.23,,,"[580, 170, 295, 396]",,,0.0,,,0.13,,,0.04,,,0.2,,,0.26,,,0.13,,
0.23,,,"[580, 169, 296, 396]",,,0.0,,,0.13,,,0.04,,,0.19,,,0.24,,,0.17,,
0.21,,,"[580, 169, 296, 398]",,,0.0,,,0.16,,,0.05,,,0.17,,,0.31,,,0.11,,
0.24,,,"[581, 168, 295, 398]",,,0.0,,,0.15,,,0.03,,,0.16,,,0.25,,,0.16,,
0.24,,,"[582, 167, 295, 399]",,,0.0,,,0.17,,,0.03,,,0.15,,,0.24,,,0.17,,
0.23,,,"[582, 167, 296, 400]",,,0.0,,,0.16,,,0.04,,,0.15,,,0.32,,,0.1,,
0.21,,,"[582, 167, 295, 399]",,,0.0,,,0.2,,,0.03,,,0.15,,,0.28,,,0.12,,
0.25,,,"[582, 166, 296, 401]",,,0.0,,,0.19,,,0.03,,,0.12,,,0.24,,,0.16,,
0.26,,,"[582, 166, 296, 401]",,,0.01,,,0.21,,,0.03,,,0.11,,,0.22,,,0.16,,
0.25,,,"[581, 166, 298, 402]",,,0.01,,,0.21,,,0.03,,,0.11,,,0.25,,,0.13,,
0.27,,,"[581, 165, 298, 404]",,,0.02,,,0.2,,,0.03,,,0.12,,,0.27,,,0.1,,
0.17,,,"[581, 158, 304, 412]",,,0.01,,,0.18,,,0.07,,,0.24,,,0.26,,,0.07,,
0.16,,,"[582, 159, 302, 411]",,,0.0,,,0.18,,,0.09,,,0.23,,,0.23,,,0.09,,
0.18,,,"[582, 159, 302, 412]",,,0.01,,,0.17,,,0.09,,,0.22,,,0.21,,,0.13,,
0.21,,,"[581, 159, 302, 414]",,,0.01,,,0.16,,,0.06,,,0.22,,,0.22,,,0.13,,
0.19,,,"[581, 158, 302, 415]",,,0.01,,,0.18,,,0.06,,,0.16,,,0.26,,,0.14,,
0.19,,,"[582, 158, 302, 415]",,,0.01,,,0.19,,,0.08,,,0.2,,,0.17,,,0.16,,
0.23,,,"[582, 159, 302, 417]",,,0.01,,,0.16,,,0.06,,,0.19,,,0.14,,,0.19,,
0.18,,,"[583, 159, 301, 417]",,,0.01,,,0.17,,,0.07,,,0.13,,,0.13,,,0.32,,
0.29,,,"[582, 159, 303, 420]",,,0.01,,,0.16,,,0.06,,,0.09,,,0.16,,,0.22,,
0.26,,,"[582, 158, 302, 421]",,,0.03,,,0.17,,,0.04,,,0.07,,,0.17,,,0.26,,
0.41,,,"[582, 158, 303, 424]",,,0.03,,,0.14,,,0.05,,,0.08,,,0.19,,,0.11,,
0.38,,,"[575, 163, 313, 418]",,,0.03,,,0.24,,,0.02,,,0.03,,,0.22,,,0.08,,
0.36,,,"[574, 163, 314, 418]",,,0.02,,,0.3,,,0.02,,,0.02,,,0.14,,,0.13,,
0.26,,,"[579, 161, 307, 418]",,,0.03,,,0.23,,,0.03,,,0.06,,,0.14,,,0.25,,
0.14,,,"[576, 172, 302, 404]",,,0.01,,,0.14,,,0.03,,,0.1,,,0.57,,,0.01,,
0.12,,,"[583, 168, 297, 398]",,,0.01,,,0.09,,,0.05,,,0.4,,,0.32,,,0.01,,
0.2,,,"[580, 164, 298, 404]",,,0.01,,,0.09,,,0.04,,,0.42,,,0.24,,,0.01,,
0.35,,,"[581, 168, 296, 396]",,,0.02,,,0.11,,,0.06,,,0.27,,,0.15,,,0.03,,
0.36,,,"[578, 169, 300, 398]",,,0.01,,,0.13,,,0.06,,,0.23,,,0.15,,,0.07,,
0.34,,,"[581, 168, 297, 397]",,,0.01,,,0.15,,,0.08,,,0.19,,,0.15,,,0.07,,
0.48,,,"[587, 175, 288, 386]",,,0.0,,,0.14,,,0.03,,,0.16,,,0.14,,,0.04,,
0.45,,,"[586, 174, 289, 387]",,,0.0,,,0.12,,,0.03,,,0.21,,,0.15,,,0.04,,
0.44,,,"[587, 174, 288, 387]",,,0.0,,,0.14,,,0.03,,,0.2,,,0.15,,,0.03,,
0.48,,,"[586, 173, 288, 386]",,,0.0,,,0.09,,,0.03,,,0.23,,,0.13,,,0.03,,
0.31,,,"[586, 173, 290, 389]",,,0.0,,,0.13,,,0.06,,,0.3,,,0.16,,,0.05,,
0.3,,,"[585, 173, 289, 388]",,,0.0,,,0.1,,,0.08,,,0.34,,,0.15,,,0.04,,
0.27,,,"[584, 171, 291, 391]",,,0.0,,,0.12,,,0.08,,,0.3,,,0.16,,,0.07,,
0.3,,,"[585, 172, 291, 389]",,,0.0,,,0.15,,,0.06,,,0.25,,,0.17,,,0.06,,
0.29,,,"[585, 169, 293, 394]",,,0.0,,,0.14,,,0.06,,,0.23,,,0.19,,,0.08,,
0.43,,,"[588, 169, 292, 394]",,,0.0,,,0.15,,,0.04,,,0.16,,,0.15,,,0.07,,
0.41,,,"[586, 165, 296, 398]",,,0.01,,,0.15,,,0.03,,,0.17,,,0.2,,,0.04,,
0.46,,,"[584, 162, 300, 400]",,,0.01,,,0.22,,,0.03,,,0.09,,,0.09,,,0.11,,
0.42,,,"[586, 162, 299, 400]",,,0.0,,,0.24,,,0.04,,,0.06,,,0.08,,,0.15,,
0.35,,,"[585, 162, 299, 400]",,,0.01,,,0.33,,,0.04,,,0.04,,,0.11,,,0.12,,
0.33,,,"[585, 160, 301, 401]",,,0.01,,,0.31,,,0.07,,,0.06,,,0.11,,,0.11,,
0.29,,,"[583, 160, 302, 400]",,,0.0,,,0.19,,,0.12,,,0.14,,,0.13,,,0.12,,
0.26,,,"[584, 159, 300, 401]",,,0.0,,,0.22,,,0.15,,,0.12,,,0.09,,,0.16,,
0.27,,,"[583, 157, 301, 403]",,,0.0,,,0.21,,,0.14,,,0.11,,,0.1,,,0.16,,
0.3,,,"[582, 156, 301, 404]",,,0.0,,,0.2,,,0.14,,,0.08,,,0.09,,,0.18,,
0.3,,,"[580, 157, 306, 406]",,,0.0,,,0.28,,,0.11,,,0.07,,,0.13,,,0.12,,
0.29,,,"[578, 159, 306, 404]",,,0.0,,,0.18,,,0.12,,,0.08,,,0.25,,,0.06,,
0.35,,,"[573, 159, 306, 406]",,,0.0,,,0.19,,,0.06,,,0.07,,,0.27,,,0.05,,
0.27,,,"[572, 158, 306, 408]",,,0.0,,,0.23,,,0.12,,,0.07,,,0.21,,,0.1,,
0.3,,,"[569, 157, 308, 413]",,,0.0,,,0.26,,,0.05,,,0.04,,,0.14,,,0.19,,
0.3,,,"[572, 151, 305, 414]",,,0.0,,,0.2,,,0.06,,,0.16,,,0.2,,,0.08,,
0.27,,,"[571, 151, 305, 413]",,,0.0,,,0.06,,,0.05,,,0.38,,,0.21,,,0.03,,
0.26,,,"[571, 149, 309, 413]",,,0.0,,,0.05,,,0.05,,,0.37,,,0.25,,,0.02,,
0.27,,,"[571, 157, 296, 402]",,,0.0,,,0.09,,,0.02,,,0.28,,,0.3,,,0.04,,
0.3,,,"[569, 157, 296, 401]",,,0.0,,,0.07,,,0.01,,,0.27,,,0.31,,,0.04,,
0.33,,,"[569, 159, 297, 401]",,,0.0,,,0.08,,,0.02,,,0.2,,,0.33,,,0.04,,
0.23,,,"[570, 162, 301, 400]",,,0.0,,,0.09,,,0.03,,,0.25,,,0.28,,,0.12,,
0.22,,,"[570, 163, 304, 399]",,,0.0,,,0.07,,,0.02,,,0.22,,,0.43,,,0.04,,
0.37,,,"[571, 164, 303, 400]",,,0.0,,,0.06,,,0.02,,,0.31,,,0.2,,,0.05,,
0.32,,,"[578, 161, 304, 404]",,,0.0,,,0.05,,,0.04,,,0.3,,,0.24,,,0.05,,
0.26,,,"[577, 160, 305, 405]",,,0.0,,,0.06,,,0.05,,,0.3,,,0.28,,,0.06,,
0.19,,,"[576, 160, 306, 405]",,,0.0,,,0.12,,,0.08,,,0.27,,,0.24,,,0.09,,
0.24,,,"[574, 161, 304, 405]",,,0.0,,,0.08,,,0.05,,,0.31,,,0.28,,,0.04,,
0.32,,,"[572, 160, 305, 407]",,,0.0,,,0.06,,,0.05,,,0.3,,,0.24,,,0.03,,
0.29,,,"[572, 161, 303, 405]",,,0.0,,,0.08,,,0.05,,,0.23,,,0.3,,,0.05,,
0.44,,,"[571, 163, 301, 405]",,,0.0,,,0.11,,,0.02,,,0.16,,,0.22,,,0.04,,
0.36,,,"[571, 163, 300, 406]",,,0.0,,,0.08,,,0.03,,,0.21,,,0.28,,,0.05,,
0.37,,,"[569, 162, 302, 407]",,,0.0,,,0.09,,,0.03,,,0.24,,,0.21,,,0.06,,
0.46,,,"[570, 162, 301, 405]",,,0.0,,,0.1,,,0.02,,,0.19,,,0.18,,,0.04,,
0.46,,,"[571, 162, 300, 404]",,,0.0,,,0.11,,,0.01,,,0.17,,,0.2,,,0.04,,
0.24,,,"[574, 159, 304, 405]",,,0.0,,,0.13,,,0.06,,,0.22,,,0.27,,,0.08,,
0.23,,,"[576, 159, 305, 406]",,,0.0,,,0.13,,,0.07,,,0.23,,,0.26,,,0.07,,
0.39,,,"[579, 162, 301, 409]",,,0.0,,,0.07,,,0.04,,,0.29,,,0.12,,,0.08,,
0.29,,,"[580, 161, 302, 411]",,,0.0,,,0.07,,,0.07,,,0.29,,,0.13,,,0.15,,
0.37,,,"[579, 159, 304, 416]",,,0.0,,,0.1,,,0.07,,,0.2,,,0.08,,,0.17,,
0.19,,,"[576, 155, 308, 414]",,,0.02,,,0.16,,,0.19,,,0.06,,,0.06,,,0.32,,
0.37,,,"[577, 159, 307, 419]",,,0.01,,,0.17,,,0.07,,,0.01,,,0.05,,,0.31,,
0.27,,,"[575, 157, 308, 419]",,,0.01,,,0.18,,,0.06,,,0.01,,,0.03,,,0.42,,
0.28,,,"[573, 159, 309, 417]",,,0.01,,,0.28,,,0.05,,,0.01,,,0.09,,,0.28,,
0.32,,,"[574, 159, 306, 416]",,,0.01,,,0.29,,,0.04,,,0.01,,,0.07,,,0.26,,
0.3,,,"[576, 158, 306, 419]",,,0.01,,,0.25,,,0.08,,,0.02,,,0.12,,,0.22,,
0.34,,,"[577, 157, 306, 419]",,,0.01,,,0.19,,,0.15,,,0.02,,,0.08,,,0.21,,
0.35,,,"[576, 156, 306, 420]",,,0.01,,,0.17,,,0.15,,,0.01,,,0.04,,,0.26,,
0.34,,,"[573, 153, 312, 425]",,,0.02,,,0.2,,,0.19,,,0.02,,,0.04,,,0.19,,
0.43,,,"[575, 169, 307, 404]",,,0.01,,,0.22,,,0.08,,,0.04,,,0.12,,,0.1,,
0.35,,,"[570, 152, 314, 425]",,,0.05,,,0.2,,,0.09,,,0.04,,,0.1,,,0.17,,
0.36,,,"[569, 149, 315, 420]",,,0.02,,,0.14,,,0.18,,,0.17,,,0.07,,,0.05,,
0.49,,,"[570, 153, 307, 410]",,,0.02,,,0.13,,,0.12,,,0.14,,,0.06,,,0.02,,
0.52,,,"[573, 156, 305, 403]",,,0.04,,,0.12,,,0.11,,,0.14,,,0.05,,,0.03,,
0.58,,,"[573, 155, 306, 404]",,,0.04,,,0.12,,,0.09,,,0.11,,,0.03,,,0.03,,
0.51,,,"[574, 156, 307, 404]",,,0.03,,,0.09,,,0.13,,,0.17,,,0.05,,,0.02,,
0.49,,,"[572, 153, 309, 409]",,,0.02,,,0.11,,,0.08,,,0.22,,,0.06,,,0.02,,
0.46,,,"[569, 156, 306, 410]",,,0.01,,,0.16,,,0.06,,,0.15,,,0.13,,,0.02,,
0.49,,,"[568, 156, 308, 413]",,,0.01,,,0.14,,,0.04,,,0.17,,,0.11,,,0.04,,
0.39,,,"[568, 154, 310, 416]",,,0.01,,,0.27,,,0.02,,,0.12,,,0.14,,,0.06,,
0.35,,,"[568, 153, 313, 418]",,,0.01,,,0.22,,,0.01,,,0.09,,,0.24,,,0.08,,
0.31,,,"[570, 154, 311, 419]",,,0.01,,,0.24,,,0.02,,,0.04,,,0.14,,,0.24,,
0.36,,,"[573, 156, 308, 418]",,,0.03,,,0.27,,,0.01,,,0.03,,,0.22,,,0.08,,
0.36,,,"[573, 155, 308, 419]",,,0.05,,,0.23,,,0.01,,,0.03,,,0.24,,,0.08,,
0.28,,,"[574, 157, 306, 416]",,,0.03,,,0.3,,,0.01,,,0.03,,,0.24,,,0.11,,
0.32,,,"[574, 158, 306, 417]",,,0.01,,,0.27,,,0.02,,,0.03,,,0.29,,,0.07,,
0.33,,,"[575, 159, 304, 413]",,,0.01,,,0.27,,,0.01,,,0.03,,,0.29,,,0.05,,
0.32,,,"[575, 159, 304, 412]",,,0.01,,,0.27,,,0.01,,,0.05,,,0.23,,,0.1,,
0.44,,,"[580, 171, 295, 394]",,,0.0,,,0.11,,,0.01,,,0.14,,,0.27,,,0.03,,
0.34,,,"[581, 172, 293, 392]",,,0.0,,,0.11,,,0.01,,,0.2,,,0.3,,,0.03,,
0.36,,,"[581, 172, 293, 392]",,,0.0,,,0.11,,,0.01,,,0.19,,,0.29,,,0.04,,
0.24,,,"[571, 166, 305, 401]",,,0.0,,,0.12,,,0.01,,,0.17,,,0.44,,,0.02,,
