angry0,angry1,angry2,box0,box1,box2,disgust0,disgust1,disgust2,fear0,fear1,fear2,happy0,happy1,happy2,neutral0,neutral1,neutral2,sad0,sad1,sad2,surprise0,surprise1,surprise2
0.23,,,"[572, 166, 305, 402]",,,0.0,,,0.15,,,0.02,,,0.19,,,0.39,,,0.03,,
0.2,,,"[573, 166, 304, 402]",,,0.0,,,0.13,,,0.02,,,0.2,,,0.42,,,0.03,,
0.23,,,"[574, 167, 302, 400]",,,0.0,,,0.1,,,0.02,,,0.2,,,0.42,,,0.03,,
0.29,,,"[573, 165, 303, 402]",,,0.0,,,0.12,,,0.03,,,0.18,,,0.32,,,0.05,,
0.25,,,"[572, 166, 304, 401]",,,0.0,,,0.11,,,0.02,,,0.18,,,0.4,,,0.03,,
0.24,,,"[572, 166, 304, 401]",,,0.0,,,0.12,,,0.03,,,0.18,,,0.41,,,0.03,,
0.26,,,"[572, 166, 304, 400]",,,0.0,,,0.13,,,0.02,,,0.16,,,0.39,,,0.04,,
0.28,,,"[572, 166, 303, 400]",,,0.0,,,0.09,,,0.03,,,0.22,,,0.34,,,0.03,,
0.12,,,"[577, 163, 304, 404]",,,0.0,,,0.07,,,0.02,,,0.18,,,0.59,,,0.01,,
0.08,,,"[577, 164, 304, 404]",,,0.0,,,0.06,,,0.02,,,0.18,,,0.65,,,0.0,,
0.15,,,"[571, 171, 303, 394]",,,0.0,,,0.07,,,0.02,,,0.18,,,0.58,,,0.01,,
0.22,,,"[574, 170, 302, 397]",,,0.0,,,0.07,,,0.04,,,0.23,,,0.42,,,0.01,,
0.23,,,"[573, 169, 302, 399]",,,0.0,,,0.07,,,0.04,,,0.2,,,0.45,,,0.02,,
0.19,,,"[578, 160, 303, 405]",,,0.01,,,0.13,,,0.05,,,0.19,,,0.4,,,0.03,,
0.18,,,"[577, 162, 304, 404]",,,0.01,,,0.1,,,0.05,,,0.21,,,0.44,,,0.03,,
0.2,,,"[577, 161, 305, 405]",,,0.01,,,0.11,,,0.06,,,0.19,,,0.4,,,0.02,,
0.26,,,"[578, 161, 303, 404]",,,0.01,,,0.13,,,0.05,,,0.17,,,0.35,,,0.03,,
0.18,,,"[577, 161, 305, 407]",,,0.01,,,0.08,,,0.08,,,0.23,,,0.39,,,0.04,,
0.18,,,"[577, 161, 305, 407]",,,0.01,,,0.09,,,0.08,,,0.24,,,0.37,,,0.04,,
0.26,,,"[578, 160, 304, 406]",,,0.01,,,0.13,,,0.05,,,0.16,,,0.35,,,0.04,,
0.25,,,"[577, 160, 305, 406]",,,0.01,,,0.13,,,0.06,,,0.17,,,0.34,,,0.05,,
0.34,,,"[577, 159, 305, 406]",,,0.02,,,0.17,,,0.03,,,0.12,,,0.28,,,0.05,,
0.33,,,"[577, 159, 305, 406]",,,0.02,,,0.17,,,0.03,,,0.13,,,0.27,,,0.05,,
0.28,,,"[577, 159, 305, 407]",,,0.01,,,0.17,,,0.05,,,0.14,,,0.28,,,0.07,,
0.21,,,"[577, 160, 304, 405]",,,0.01,,,0.19,,,0.04,,,0.15,,,0.32,,,0.07,,
0.15,,,"[576, 160, 305, 407]",,,0.01,,,0.16,,,0.06,,,0.16,,,0.38,,,0.08,,
0.23,,,"[576, 159, 307, 408]",,,0.01,,,0.21,,,0.04,,,0.12,,,0.31,,,0.08,,
0.18,,,"[576, 159, 308, 410]",,,0.01,,,0.19,,,0.07,,,0.11,,,0.36,,,0.08,,
0.26,,,"[575, 158, 310, 416]",,,0.02,,,0.12,,,0.05,,,0.2,,,0.33,,,0.02,,
0.28,,,"[575, 158, 311, 416]",,,0.02,,,0.13,,,0.07,,,0.21,,,0.25,,,0.04,,
0.24,,,"[576, 160, 308, 413]",,,0.02,,,0.17,,,0.08,,,0.13,,,0.3,,,0.06,,
0.24,,,"[577, 160, 306, 412]",,,0.04,,,0.23,,,0.07,,,0.06,,,0.3,,,0.05,,
0.28,,,"[578, 160, 307, 418]",,,0.05,,,0.21,,,0.03,,,0.05,,,0.27,,,0.12,,
0.29,,,"[576, 160, 308, 416]",,,0.05,,,0.15,,,0.03,,,0.08,,,0.34,,,0.05,,
0.33,,,"[576, 161, 308, 417]",,,0.05,,,0.19,,,0.02,,,0.04,,,0.29,,,0.09,,
0.34,,,"[576, 161, 308, 415]",,,0.07,,,0.15,,,0.04,,,0.06,,,0.25,,,0.09,,
0.26,,,"[576, 160, 308, 416]",,,0.07,,,0.14,,,0.03,,,0.08,,,0.36,,,0.06,,
0.31,,,"[576, 161, 308, 418]",,,0.04,,,0.17,,,0.02,,,0.06,,,0.32,,,0.08,,
0.26,,,"[568, 168, 310, 411]",,,0.0,,,0.21,,,0.01,,,0.03,,,0.44,,,0.05,,
0.28,,,"[569, 168, 310, 412]",,,0.0,,,0.22,,,0.01,,,0.02,,,0.41,,,0.06,,
0.27,,,"[569, 168, 309, 411]",,,0.0,,,0.23,,,0.01,,,0.03,,,0.38,,,0.08,,
0.27,,,"[569, 168, 310, 412]",,,0.0,,,0.24,,,0.01,,,0.03,,,0.36,,,0.1,,
0.29,,,"[569, 168, 310, 412]",,,0.0,,,0.22,,,0.01,,,0.03,,,0.33,,,0.11,,
0.29,,,"[573, 160, 310, 422]",,,0.03,,,0.19,,,0.02,,,0.04,,,0.32,,,0.13,,
0.29,,,"[574, 160, 310, 423]",,,0.04,,,0.2,,,0.02,,,0.04,,,0.32,,,0.1,,
0.28,,,"[575, 160, 309, 424]",,,0.03,,,0.24,,,0.02,,,0.03,,,0.3,,,0.09,,
0.34,,,"[575, 159, 309, 424]",,,0.04,,,0.24,,,0.01,,,0.02,,,0.27,,,0.07,,
0.3,,,"[578, 160, 307, 425]",,,0.03,,,0.31,,,0.02,,,0.02,,,0.27,,,0.06,,
0.32,,,"[576, 160, 309, 423]",,,0.02,,,0.28,,,0.02,,,0.02,,,0.24,,,0.1,,
0.31,,,"[577, 160, 309, 425]",,,0.02,,,0.29,,,0.02,,,0.02,,,0.27,,,0.06,,
0.31,,,"[577, 160, 309, 425]",,,0.02,,,0.29,,,0.02,,,0.02,,,0.27,,,0.07,,
0.25,,,"[570, 168, 313, 415]",,,0.01,,,0.39,,,0.01,,,0.01,,,0.23,,,0.11,,
0.38,,,"[578, 162, 308, 424]",,,0.02,,,0.27,,,0.02,,,0.02,,,0.23,,,0.07,,
0.36,,,"[577, 160, 311, 424]",,,0.03,,,0.27,,,0.02,,,0.02,,,0.22,,,0.07,,
0.43,,,"[579, 162, 308, 423]",,,0.02,,,0.28,,,0.02,,,0.02,,,0.17,,,0.06,,
0.3,,,"[573, 168, 311, 413]",,,0.01,,,0.33,,,0.01,,,0.02,,,0.23,,,0.1,,
0.35,,,"[575, 168, 310, 412]",,,0.01,,,0.22,,,0.02,,,0.03,,,0.29,,,0.08,,
0.29,,,"[574, 167, 311, 414]",,,0.0,,,0.27,,,0.02,,,0.04,,,0.26,,,0.11,,
0.29,,,"[573, 167, 311, 412]",,,0.01,,,0.3,,,0.05,,,0.05,,,0.2,,,0.11,,
0.41,,,"[576, 166, 306, 406]",,,0.0,,,0.11,,,0.04,,,0.25,,,0.12,,,0.06,,
0.43,,,"[576, 165, 305, 405]",,,0.0,,,0.09,,,0.03,,,0.3,,,0.1,,,0.05,,
0.41,,,"[576, 165, 306, 405]",,,0.0,,,0.12,,,0.03,,,0.25,,,0.13,,,0.06,,
0.36,,,"[573, 163, 310, 408]",,,0.0,,,0.15,,,0.03,,,0.24,,,0.12,,,0.08,,
0.38,,,"[572, 162, 311, 408]",,,0.0,,,0.15,,,0.02,,,0.22,,,0.16,,,0.06,,
0.35,,,"[579, 162, 305, 401]",,,0.0,,,0.16,,,0.04,,,0.22,,,0.17,,,0.06,,
0.35,,,"[580, 162, 304, 400]",,,0.0,,,0.16,,,0.04,,,0.2,,,0.18,,,0.06,,
0.38,,,"[576, 160, 311, 407]",,,0.0,,,0.13,,,0.06,,,0.23,,,0.14,,,0.05,,
0.39,,,"[577, 159, 312, 410]",,,0.0,,,0.2,,,0.04,,,0.14,,,0.16,,,0.06,,
0.52,,,"[571, 158, 316, 415]",,,0.0,,,0.17,,,0.03,,,0.07,,,0.16,,,0.05,,
0.47,,,"[573, 157, 316, 415]",,,0.0,,,0.18,,,0.04,,,0.07,,,0.19,,,0.05,,
0.56,,,"[575, 156, 314, 411]",,,0.0,,,0.1,,,0.02,,,0.14,,,0.16,,,0.02,,
0.44,,,"[581, 166, 306, 396]",,,0.0,,,0.07,,,0.0,,,0.08,,,0.4,,,0.0,,
0.24,,,"[582, 167, 310, 397]",,,0.0,,,0.05,,,0.01,,,0.13,,,0.58,,,0.0,,
0.18,,,"[582, 168, 312, 400]",,,0.01,,,0.06,,,0.02,,,0.05,,,0.69,,,0.0,,
0.26,,,"[582, 163, 318, 411]",,,0.0,,,0.11,,,0.02,,,0.03,,,0.57,,,0.01,,
0.5,,,"[583, 160, 322, 412]",,,0.0,,,0.2,,,0.01,,,0.02,,,0.26,,,0.01,,
0.59,,,"[586, 148, 324, 421]",,,0.0,,,0.13,,,0.04,,,0.07,,,0.13,,,0.03,,
0.38,,,"[590, 144, 321, 420]",,,0.0,,,0.21,,,0.04,,,0.14,,,0.13,,,0.11,,
0.41,,,"[593, 145, 317, 418]",,,0.0,,,0.16,,,0.05,,,0.2,,,0.09,,,0.09,,
0.41,,,"[595, 148, 316, 416]",,,0.0,,,0.19,,,0.04,,,0.12,,,0.07,,,0.17,,
0.46,,,"[596, 147, 317, 417]",,,0.0,,,0.26,,,0.05,,,0.05,,,0.06,,,0.13,,
0.3,,,"[600, 149, 316, 419]",,,0.0,,,0.38,,,0.06,,,0.03,,,0.05,,,0.18,,
0.24,,,"[601, 148, 318, 422]",,,0.0,,,0.5,,,0.04,,,0.02,,,0.07,,,0.13,,
0.37,,,"[603, 148, 318, 422]",,,0.0,,,0.46,,,0.02,,,0.01,,,0.04,,,0.09,,
0.28,,,"[604, 150, 318, 418]",,,0.0,,,0.5,,,0.03,,,0.01,,,0.04,,,0.13,,
0.24,,,"[609, 147, 324, 422]",,,0.0,,,0.42,,,0.03,,,0.01,,,0.04,,,0.27,,
0.26,,,"[609, 147, 324, 423]",,,0.0,,,0.49,,,0.03,,,0.01,,,0.05,,,0.16,,
0.32,,,"[607, 148, 319, 419]",,,0.0,,,0.43,,,0.02,,,0.01,,,0.05,,,0.17,,
0.25,,,"[603, 137, 322, 433]",,,0.0,,,0.48,,,0.06,,,0.01,,,0.04,,,0.16,,
0.24,,,"[602, 145, 320, 423]",,,0.0,,,0.58,,,0.01,,,0.01,,,0.05,,,0.11,,
0.4,,,"[600, 144, 316, 416]",,,0.0,,,0.36,,,0.03,,,0.07,,,0.08,,,0.06,,
0.39,,,"[601, 143, 313, 413]",,,0.0,,,0.27,,,0.03,,,0.18,,,0.1,,,0.02,,
0.26,,,"[601, 145, 312, 408]",,,0.0,,,0.15,,,0.01,,,0.48,,,0.09,,,0.02,,
0.28,,,"[603, 146, 310, 406]",,,0.0,,,0.14,,,0.02,,,0.46,,,0.09,,,0.02,,
0.29,,,"[601, 144, 312, 409]",,,0.0,,,0.15,,,0.01,,,0.45,,,0.09,,,0.01,,
0.3,,,"[602, 144, 311, 409]",,,0.0,,,0.21,,,0.01,,,0.36,,,0.09,,,0.02,,
0.36,,,"[602, 145, 311, 408]",,,0.0,,,0.24,,,0.01,,,0.26,,,0.11,,,0.02,,
0.42,,,"[601, 144, 313, 410]",,,0.0,,,0.18,,,0.02,,,0.27,,,0.1,,,0.01,,
0.34,,,"[601, 142, 313, 411]",,,0.0,,,0.13,,,0.02,,,0.41,,,0.08,,,0.02,,
0.34,,,"[601, 143, 312, 409]",,,0.0,,,0.12,,,0.01,,,0.43,,,0.08,,,0.02,,
0.28,,,"[601, 143, 311, 408]",,,0.0,,,0.14,,,0.01,,,0.44,,,0.07,,,0.05,,
0.34,,,"[600, 141, 314, 413]",,,0.0,,,0.22,,,0.02,,,0.26,,,0.09,,,0.07,,
0.33,,,"[601, 140, 315, 416]",,,0.0,,,0.18,,,0.04,,,0.28,,,0.1,,,0.07,,
0.42,,,"[599, 141, 314, 413]",,,0.0,,,0.15,,,0.02,,,0.27,,,0.12,,,0.03,,
0.42,,,"[599, 142, 312, 411]",,,0.0,,,0.17,,,0.01,,,0.25,,,0.13,,,0.02,,
0.4,,,"[600, 142, 311, 409]",,,0.0,,,0.27,,,0.02,,,0.17,,,0.11,,,0.03,,
0.43,,,"[598, 142, 313, 410]",,,0.0,,,0.25,,,0.03,,,0.13,,,0.13,,,0.03,,
0.31,,,"[598, 141, 316, 411]",,,0.0,,,0.36,,,0.04,,,0.12,,,0.08,,,0.09,,
0.36,,,"[597, 141, 313, 409]",,,0.0,,,0.3,,,0.04,,,0.14,,,0.1,,,0.07,,
0.36,,,"[598, 141, 311, 408]",,,0.0,,,0.19,,,0.02,,,0.26,,,0.07,,,0.09,,
0.33,,,"[599, 140, 310, 410]",,,0.0,,,0.23,,,0.04,,,0.24,,,0.07,,,0.1,,
0.43,,,"[599, 139, 316, 415]",,,0.0,,,0.21,,,0.05,,,0.14,,,0.06,,,0.11,,
0.3,,,"[595, 145, 311, 410]",,,0.0,,,0.14,,,0.03,,,0.17,,,0.35,,,0.01,,
0.24,,,"[595, 148, 308, 406]",,,0.0,,,0.09,,,0.02,,,0.22,,,0.43,,,0.01,,
0.3,,,"[589, 135, 306, 413]",,,0.0,,,0.05,,,0.03,,,0.36,,,0.27,,,0.0,,
0.47,,,"[599, 145, 309, 414]",,,0.0,,,0.09,,,0.01,,,0.12,,,0.3,,,0.0,,
0.43,,,"[596, 140, 317, 419]",,,0.0,,,0.13,,,0.07,,,0.14,,,0.22,,,0.02,,
0.32,,,"[599, 143, 320, 419]",,,0.0,,,0.24,,,0.04,,,0.07,,,0.29,,,0.04,,
0.31,,,"[600, 144, 319, 419]",,,0.0,,,0.33,,,0.04,,,0.05,,,0.23,,,0.03,,
0.43,,,"[598, 143, 320, 419]",,,0.0,,,0.18,,,0.06,,,0.06,,,0.23,,,0.03,,
0.41,,,"[596, 141, 319, 417]",,,0.0,,,0.18,,,0.04,,,0.09,,,0.2,,,0.08,,
0.27,,,"[595, 141, 316, 414]",,,0.0,,,0.25,,,0.03,,,0.18,,,0.17,,,0.1,,
0.28,,,"[595, 142, 316, 414]",,,0.0,,,0.23,,,0.03,,,0.17,,,0.19,,,0.1,,
0.25,,,"[595, 142, 316, 412]",,,0.0,,,0.31,,,0.02,,,0.15,,,0.15,,,0.11,,
0.22,,,"[595, 141, 316, 414]",,,0.0,,,0.32,,,0.03,,,0.16,,,0.16,,,0.13,,
0.3,,,"[595, 142, 316, 413]",,,0.0,,,0.26,,,0.03,,,0.15,,,0.19,,,0.08,,
0.29,,,"[595, 142, 316, 414]",,,0.0,,,0.24,,,0.03,,,0.15,,,0.21,,,0.08,,
0.3,,,"[596, 142, 316, 414]",,,0.0,,,0.22,,,0.03,,,0.18,,,0.18,,,0.09,,
0.27,,,"[595, 142, 317, 413]",,,0.0,,,0.36,,,0.02,,,0.11,,,0.15,,,0.09,,
0.28,,,"[595, 142, 317, 414]",,,0.0,,,0.34,,,0.02,,,0.1,,,0.15,,,0.1,,
0.32,,,"[596, 142, 317, 417]",,,0.0,,,0.26,,,0.02,,,0.12,,,0.17,,,0.1,,
0.33,,,"[595, 142, 318, 417]",,,0.0,,,0.27,,,0.02,,,0.1,,,0.18,,,0.11,,
0.42,,,"[595, 141, 318, 421]",,,0.0,,,0.23,,,0.03,,,0.08,,,0.17,,,0.08,,
0.42,,,"[595, 141, 318, 422]",,,0.0,,,0.22,,,0.04,,,0.07,,,0.19,,,0.06,,
0.46,,,"[595, 142, 318, 421]",,,0.0,,,0.22,,,0.02,,,0.07,,,0.18,,,0.05,,
0.43,,,"[594, 141, 320, 423]",,,0.0,,,0.25,,,0.03,,,0.06,,,0.17,,,0.06,,
0.46,,,"[594, 142, 319, 422]",,,0.0,,,0.23,,,0.03,,,0.06,,,0.16,,,0.06,,
0.43,,,"[594, 142, 319, 423]",,,0.0,,,0.27,,,0.06,,,0.06,,,0.14,,,0.05,,
0.42,,,"[594, 142, 319, 424]",,,0.0,,,0.33,,,0.05,,,0.05,,,0.1,,,0.05,,
0.43,,,"[595, 142, 318, 424]",,,0.0,,,0.34,,,0.04,,,0.04,,,0.11,,,0.04,,
0.42,,,"[593, 142, 320, 423]",,,0.0,,,0.33,,,0.04,,,0.04,,,0.14,,,0.03,,
0.42,,,"[594, 142, 319, 425]",,,0.0,,,0.37,,,0.05,,,0.04,,,0.1,,,0.03,,
0.39,,,"[594, 142, 320, 426]",,,0.0,,,0.41,,,0.05,,,0.03,,,0.09,,,0.03,,
0.29,,,"[595, 142, 320, 426]",,,0.0,,,0.51,,,0.04,,,0.02,,,0.07,,,0.06,,
0.23,,,"[596, 142, 321, 427]",,,0.0,,,0.49,,,0.04,,,0.03,,,0.08,,,0.13,,
0.32,,,"[597, 142, 322, 428]",,,0.0,,,0.44,,,0.03,,,0.03,,,0.1,,,0.08,,
0.2,,,"[599, 142, 322, 429]",,,0.0,,,0.62,,,0.02,,,0.01,,,0.07,,,0.08,,
0.19,,,"[599, 142, 322, 429]",,,0.0,,,0.65,,,0.02,,,0.01,,,0.06,,,0.07,,
0.35,,,"[600, 143, 323, 429]",,,0.0,,,0.48,,,0.02,,,0.02,,,0.08,,,0.05,,
0.33,,,"[601, 143, 322, 427]",,,0.0,,,0.48,,,0.03,,,0.02,,,0.09,,,0.06,,
0.42,,,"[602, 144, 321, 424]",,,0.0,,,0.41,,,0.02,,,0.01,,,0.1,,,0.03,,
0.38,,,"[601, 143, 324, 429]",,,0.0,,,0.39,,,0.03,,,0.01,,,0.16,,,0.03,,
0.41,,,"[602, 144, 323, 425]",,,0.0,,,0.35,,,0.02,,,0.02,,,0.18,,,0.02,,
0.44,,,"[601, 149, 320, 421]",,,0.0,,,0.27,,,0.01,,,0.01,,,0.26,,,0.01,,
0.35,,,"[600, 154, 314, 418]",,,0.0,,,0.13,,,0.02,,,0.01,,,0.48,,,0.0,,
0.35,,,"[597, 153, 317, 420]",,,0.0,,,0.15,,,0.03,,,0.02,,,0.45,,,0.0,,
0.45,,,"[597, 150, 317, 424]",,,0.0,,,0.15,,,0.02,,,0.01,,,0.36,,,0.0,,
0.44,,,"[602, 154, 321, 418]",,,0.0,,,0.12,,,0.01,,,0.0,,,0.42,,,0.0,,
0.44,,,"[603, 153, 319, 419]",,,0.0,,,0.17,,,0.01,,,0.01,,,0.36,,,0.0,,
0.44,,,"[603, 153, 319, 418]",,,0.0,,,0.15,,,0.01,,,0.01,,,0.38,,,0.0,,
0.26,,,"[601, 157, 319, 412]",,,0.0,,,0.23,,,0.02,,,0.02,,,0.47,,,0.01,,
0.21,,,"[594, 154, 316, 411]",,,0.0,,,0.28,,,0.04,,,0.07,,,0.39,,,0.01,,
0.25,,,"[594, 152, 313, 405]",,,0.0,,,0.08,,,0.04,,,0.2,,,0.42,,,0.01,,
0.25,,,"[589, 150, 314, 405]",,,0.0,,,0.1,,,0.04,,,0.24,,,0.37,,,0.01,,
0.28,,,"[592, 149, 313, 408]",,,0.0,,,0.15,,,0.07,,,0.19,,,0.3,,,0.01,,
0.43,,,"[593, 147, 315, 416]",,,0.0,,,0.19,,,0.06,,,0.1,,,0.21,,,0.01,,
0.41,,,"[595, 147, 318, 421]",,,0.0,,,0.26,,,0.03,,,0.04,,,0.25,,,0.01,,
0.31,,,"[597, 149, 320, 421]",,,0.0,,,0.23,,,0.02,,,0.05,,,0.38,,,0.01,,
0.32,,,"[598, 149, 319, 422]",,,0.0,,,0.23,,,0.02,,,0.03,,,0.4,,,0.01,,
0.38,,,"[597, 149, 321, 423]",,,0.0,,,0.24,,,0.03,,,0.04,,,0.3,,,0.01,,
0.32,,,"[596, 147, 321, 426]",,,0.0,,,0.28,,,0.01,,,0.04,,,0.33,,,0.01,,
0.35,,,"[597, 148, 319, 425]",,,0.0,,,0.33,,,0.02,,,0.04,,,0.26,,,0.01,,
0.38,,,"[596, 146, 318, 427]",,,0.0,,,0.39,,,0.03,,,0.03,,,0.17,,,0.0,,
0.35,,,"[597, 148, 322, 428]",,,0.0,,,0.24,,,0.04,,,0.07,,,0.3,,,0.01,,
0.36,,,"[597, 148, 321, 427]",,,0.0,,,0.26,,,0.03,,,0.06,,,0.29,,,0.01,,
0.39,,,"[597, 147, 320, 428]",,,0.0,,,0.25,,,0.03,,,0.05,,,0.28,,,0.01,,
0.33,,,"[597, 148, 321, 428]",,,0.0,,,0.24,,,0.03,,,0.06,,,0.34,,,0.01,,
0.33,,,"[597, 149, 322, 425]",,,0.0,,,0.25,,,0.02,,,0.05,,,0.35,,,0.01,,
0.28,,,"[596, 150, 324, 423]",,,0.0,,,0.19,,,0.02,,,0.06,,,0.45,,,0.0,,
0.29,,,"[597, 150, 323, 420]",,,0.0,,,0.23,,,0.02,,,0.04,,,0.42,,,0.0,,
0.32,,,"[594, 149, 326, 422]",,,0.0,,,0.29,,,0.03,,,0.05,,,0.3,,,0.01,,
0.3,,,"[595, 149, 325, 422]",,,0.0,,,0.22,,,0.03,,,0.07,,,0.37,,,0.01,,
0.27,,,"[593, 148, 326, 420]",,,0.0,,,0.32,,,0.07,,,0.05,,,0.27,,,0.02,,
0.31,,,"[594, 149, 326, 418]",,,0.0,,,0.24,,,0.06,,,0.07,,,0.29,,,0.03,,
0.33,,,"[597, 147, 324, 418]",,,0.0,,,0.1,,,0.04,,,0.11,,,0.41,,,0.02,,
0.36,,,"[598, 146, 318, 413]",,,0.0,,,0.06,,,0.02,,,0.38,,,0.18,,,0.01,,
0.41,,,"[596, 144, 319, 412]",,,0.0,,,0.03,,,0.01,,,0.38,,,0.16,,,0.01,,
0.4,,,"[597, 144, 319, 412]",,,0.0,,,0.02,,,0.01,,,0.39,,,0.18,,,0.0,,
0.4,,,"[596, 144, 320, 411]",,,0.0,,,0.02,,,0.01,,,0.35,,,0.22,,,0.0,,
0.34,,,"[596, 144, 320, 412]",,,0.0,,,0.01,,,0.01,,,0.49,,,0.14,,,0.0,,
0.32,,,"[596, 144, 319, 412]",,,0.0,,,0.01,,,0.01,,,0.49,,,0.16,,,0.0,,
0.35,,,"[597, 146, 318, 409]",,,0.0,,,0.01,,,0.01,,,0.45,,,0.18,,,0.0,,
0.32,,,"[596, 146, 319, 410]",,,0.0,,,0.01,,,0.01,,,0.54,,,0.11,,,0.0,,
0.37,,,"[598, 145, 318, 410]",,,0.0,,,0.01,,,0.01,,,0.39,,,0.21,,,0.0,,
0.35,,,"[597, 145, 319, 409]",,,0.0,,,0.02,,,0.01,,,0.37,,,0.24,,,0.01,,
0.43,,,"[595, 143, 320, 411]",,,0.0,,,0.04,,,0.01,,,0.26,,,0.25,,,0.01,,
0.34,,,"[596, 145, 319, 409]",,,0.0,,,0.03,,,0.01,,,0.39,,,0.22,,,0.01,,
0.41,,,"[596, 144, 320, 410]",,,0.0,,,0.03,,,0.01,,,0.27,,,0.28,,,0.01,,
0.42,,,"[595, 144, 320, 410]",,,0.0,,,0.03,,,0.01,,,0.28,,,0.25,,,0.01,,
0.42,,,"[594, 144, 320, 410]",,,0.0,,,0.04,,,0.01,,,0.28,,,0.25,,,0.01,,
0.42,,,"[594, 144, 320, 410]",,,0.0,,,0.04,,,0.01,,,0.28,,,0.24,,,0.01,,
0.43,,,"[594, 144, 320, 410]",,,0.0,,,0.04,,,0.01,,,0.28,,,0.23,,,0.01,,
0.35,,,"[596, 145, 318, 410]",,,0.0,,,0.02,,,0.01,,,0.39,,,0.22,,,0.01,,
0.37,,,"[596, 145, 318, 410]",,,0.0,,,0.03,,,0.01,,,0.32,,,0.26,,,0.01,,
0.37,,,"[596, 145, 318, 410]",,,0.0,,,0.04,,,0.01,,,0.3,,,0.27,,,0.01,,
0.32,,,"[596, 146, 318, 410]",,,0.0,,,0.04,,,0.02,,,0.44,,,0.17,,,0.01,,
0.26,,,"[600, 148, 315, 408]",,,0.0,,,0.02,,,0.01,,,0.56,,,0.14,,,0.01,,
0.44,,,"[595, 146, 315, 415]",,,0.0,,,0.04,,,0.02,,,0.37,,,0.12,,,0.01,,
0.46,,,"[593, 149, 318, 413]",,,0.0,,,0.08,,,0.01,,,0.28,,,0.16,,,0.01,,
0.49,,,"[593, 149, 319, 414]",,,0.0,,,0.12,,,0.02,,,0.21,,,0.15,,,0.01,,
0.29,,,"[599, 148, 321, 417]",,,0.0,,,0.22,,,0.02,,,0.1,,,0.34,,,0.02,,
0.3,,,"[590, 148, 321, 421]",,,0.0,,,0.17,,,0.04,,,0.09,,,0.37,,,0.03,,
0.35,,,"[589, 147, 324, 424]",,,0.0,,,0.19,,,0.03,,,0.07,,,0.34,,,0.03,,
0.34,,,"[589, 147, 324, 424]",,,0.0,,,0.17,,,0.02,,,0.06,,,0.38,,,0.03,,
0.33,,,"[588, 147, 325, 424]",,,0.0,,,0.16,,,0.02,,,0.06,,,0.4,,,0.03,,
0.36,,,"[588, 147, 324, 424]",,,0.0,,,0.12,,,0.03,,,0.06,,,0.41,,,0.02,,
0.22,,,"[589, 153, 319, 416]",,,0.0,,,0.09,,,0.02,,,0.06,,,0.6,,,0.01,,
0.2,,,"[589, 153, 319, 416]",,,0.0,,,0.09,,,0.02,,,0.07,,,0.62,,,0.01,,
0.33,,,"[588, 153, 316, 417]",,,0.0,,,0.11,,,0.02,,,0.06,,,0.46,,,0.01,,
0.44,,,"[588, 150, 320, 423]",,,0.0,,,0.19,,,0.02,,,0.05,,,0.29,,,0.01,,
0.36,,,"[589, 149, 322, 424]",,,0.0,,,0.24,,,0.04,,,0.04,,,0.31,,,0.01,,
0.37,,,"[589, 148, 324, 426]",,,0.0,,,0.26,,,0.03,,,0.05,,,0.27,,,0.01,,
0.34,,,"[594, 150, 323, 420]",,,0.0,,,0.16,,,0.03,,,0.07,,,0.4,,,0.01,,
0.38,,,"[595, 152, 322, 420]",,,0.0,,,0.26,,,0.03,,,0.05,,,0.27,,,0.01,,
0.38,,,"[595, 152, 322, 420]",,,0.0,,,0.28,,,0.02,,,0.04,,,0.25,,,0.01,,
0.37,,,"[589, 148, 326, 426]",,,0.0,,,0.32,,,0.04,,,0.05,,,0.21,,,0.01,,
0.39,,,"[596, 151, 322, 421]",,,0.0,,,0.21,,,0.03,,,0.07,,,0.29,,,0.01,,
0.37,,,"[597, 150, 322, 422]",,,0.0,,,0.16,,,0.03,,,0.06,,,0.36,,,0.01,,
0.44,,,"[600, 151, 320, 421]",,,0.0,,,0.16,,,0.03,,,0.04,,,0.31,,,0.01,,
0.42,,,"[600, 151, 321, 421]",,,0.0,,,0.17,,,0.03,,,0.04,,,0.32,,,0.01,,
0.37,,,"[598, 150, 322, 422]",,,0.0,,,0.14,,,0.04,,,0.06,,,0.38,,,0.01,,
0.35,,,"[598, 150, 322, 423]",,,0.0,,,0.17,,,0.05,,,0.06,,,0.36,,,0.01,,
0.46,,,"[602, 152, 319, 421]",,,0.0,,,0.18,,,0.02,,,0.03,,,0.3,,,0.01,,
0.48,,,"[602, 152, 319, 420]",,,0.0,,,0.17,,,0.02,,,0.03,,,0.28,,,0.01,,
0.43,,,"[601, 151, 320, 421]",,,0.0,,,0.17,,,0.03,,,0.03,,,0.33,,,0.01,,
0.49,,,"[601, 152, 320, 421]",,,0.0,,,0.17,,,0.02,,,0.02,,,0.28,,,0.01,,
0.5,,,"[601, 151, 320, 423]",,,0.0,,,0.18,,,0.03,,,0.02,,,0.25,,,0.01,,
0.48,,,"[597, 148, 323, 429]",,,0.0,,,0.19,,,0.07,,,0.04,,,0.21,,,0.02,,
0.58,,,"[587, 158, 303, 411]",,,0.0,,,0.18,,,0.02,,,0.02,,,0.18,,,0.01,,
