box,angry,disgust,fear,happy,sad,surprise,neutral
"[420, 83, 320, 423]",0.18,0.0,0.14,0.05,0.51,0.01,0.11
"[419, 85, 322, 427]",0.15,0.0,0.09,0.04,0.49,0.0,0.23
"[422, 84, 316, 426]",0.05,0.0,0.08,0.02,0.72,0.0,0.14
"[422, 84, 319, 427]",0.06,0.0,0.08,0.03,0.63,0.0,0.19
"[420, 83, 324, 428]",0.1,0.0,0.09,0.04,0.53,0.0,0.24
"[425, 85, 318, 421]",0.14,0.0,0.09,0.04,0.45,0.0,0.28
"[427, 84, 317, 419]",0.18,0.0,0.13,0.03,0.54,0.0,0.12
"[428, 85, 316, 417]",0.17,0.0,0.14,0.02,0.55,0.0,0.11
"[429, 84, 315, 418]",0.16,0.0,0.12,0.03,0.58,0.0,0.1
"[428, 80, 320, 423]",0.18,0.0,0.11,0.07,0.42,0.01,0.22
"[426, 83, 324, 431]",0.1,0.0,0.07,0.06,0.2,0.0,0.56
"[428, 84, 332, 428]",0.17,0.0,0.06,0.0,0.16,0.0,0.61
"[431, 97, 320, 409]",0.15,0.0,0.03,0.0,0.07,0.0,0.75
"[426, 102, 329, 413]",0.26,0.0,0.02,0.0,0.06,0.0,0.66
"[424, 106, 331, 415]",0.39,0.0,0.03,0.0,0.04,0.0,0.54
"[419, 106, 330, 418]",0.25,0.0,0.1,0.01,0.1,0.01,0.54
"[447, 122, 300, 384]",0.27,0.0,0.11,0.01,0.18,0.01,0.42
"[421, 101, 323, 406]",0.33,0.0,0.15,0.0,0.12,0.01,0.39
"[421, 99, 322, 404]",0.28,0.0,0.06,0.0,0.08,0.01,0.57
"[422, 99, 321, 405]",0.35,0.0,0.07,0.0,0.11,0.0,0.46
"[422, 100, 324, 407]",0.41,0.0,0.09,0.0,0.13,0.0,0.36
"[423, 105, 324, 404]",0.4,0.0,0.1,0.0,0.09,0.0,0.4
"[424, 102, 326, 413]",0.33,0.0,0.08,0.01,0.09,0.0,0.49
"[430, 99, 326, 417]",0.37,0.0,0.12,0.02,0.1,0.01,0.38
"[433, 96, 329, 424]",0.37,0.0,0.12,0.03,0.11,0.02,0.34
"[436, 95, 328, 424]",0.2,0.0,0.13,0.03,0.1,0.01,0.53
"[476, 120, 294, 374]",0.28,0.0,0.3,0.01,0.18,0.02,0.2
"[439, 95, 330, 426]",0.21,0.0,0.39,0.03,0.11,0.04,0.22
"[439, 95, 330, 425]",0.16,0.0,0.31,0.03,0.1,0.04,0.36
"[438, 98, 331, 422]",0.2,0.0,0.27,0.04,0.1,0.06,0.34
"[438, 99, 328, 416]",0.19,0.0,0.31,0.03,0.11,0.11,0.25
"[435, 104, 319, 407]",0.31,0.0,0.29,0.02,0.21,0.04,0.14
"[422, 102, 321, 408]",0.36,0.0,0.27,0.01,0.16,0.06,0.15
"[413, 103, 319, 403]",0.32,0.0,0.28,0.01,0.21,0.05,0.12
"[408, 109, 317, 403]",0.2,0.0,0.28,0.02,0.38,0.04,0.08
"[402, 104, 316, 400]",0.17,0.0,0.26,0.01,0.39,0.02,0.14
"[387, 98, 320, 405]",0.1,0.0,0.5,0.01,0.23,0.05,0.11
"[378, 93, 322, 406]",0.06,0.0,0.49,0.01,0.24,0.03,0.17
"[369, 92, 319, 406]",0.11,0.0,0.43,0.01,0.15,0.06,0.25
"[362, 96, 314, 394]",0.17,0.0,0.16,0.01,0.2,0.02,0.44
"[352, 96, 317, 396]",0.15,0.0,0.24,0.01,0.24,0.04,0.32
"[347, 100, 317, 394]",0.14,0.0,0.31,0.0,0.24,0.02,0.28
"[340, 103, 321, 402]",0.19,0.0,0.09,0.01,0.3,0.02,0.4
"[332, 110, 326, 409]",0.15,0.0,0.12,0.0,0.35,0.01,0.37
"[331, 117, 326, 414]",0.24,0.01,0.16,0.01,0.43,0.0,0.16
"[336, 122, 322, 413]",0.26,0.0,0.15,0.0,0.47,0.0,0.11
"[342, 124, 320, 410]",0.23,0.0,0.11,0.0,0.41,0.01,0.25
"[342, 123, 326, 417]",0.18,0.0,0.11,0.0,0.23,0.01,0.46
"[350, 117, 331, 427]",0.14,0.0,0.07,0.0,0.12,0.01,0.66
"[349, 116, 332, 423]",0.18,0.0,0.07,0.0,0.12,0.01,0.61
"[349, 118, 330, 418]",0.19,0.0,0.07,0.0,0.17,0.01,0.56
"[345, 116, 331, 419]",0.13,0.0,0.03,0.0,0.07,0.01,0.76
"[350, 117, 329, 416]",0.13,0.0,0.06,0.0,0.16,0.0,0.65
"[351, 123, 330, 412]",0.25,0.0,0.05,0.0,0.26,0.0,0.43
"[365, 129, 320, 395]",0.1,0.0,0.05,0.0,0.13,0.0,0.71
"[378, 124, 319, 402]",0.09,0.0,0.02,0.0,0.11,0.0,0.79
"[389, 120, 318, 406]",0.17,0.0,0.04,0.0,0.11,0.0,0.68
"[391, 118, 325, 410]",0.17,0.0,0.02,0.0,0.06,0.0,0.75
"[402, 124, 321, 406]",0.24,0.0,0.02,0.0,0.05,0.0,0.69
"[411, 129, 317, 402]",0.22,0.0,0.02,0.0,0.07,0.0,0.68
"[412, 121, 319, 410]",0.33,0.0,0.03,0.0,0.06,0.0,0.58
"[407, 122, 329, 416]",0.37,0.0,0.05,0.01,0.14,0.0,0.43
"[408, 117, 327, 418]",0.34,0.0,0.07,0.01,0.15,0.0,0.43
"[412, 113, 326, 417]",0.35,0.0,0.19,0.01,0.21,0.01,0.23
"[435, 108, 308, 408]",0.37,0.0,0.31,0.02,0.09,0.02,0.2
"[416, 101, 331, 425]",0.25,0.0,0.13,0.01,0.15,0.01,0.44
"[414, 101, 336, 428]",0.3,0.0,0.2,0.01,0.13,0.03,0.32
"[420, 109, 327, 416]",0.31,0.0,0.36,0.01,0.12,0.03,0.17
"[416, 102, 330, 421]",0.28,0.0,0.19,0.01,0.2,0.03,0.29
"[418, 101, 324, 416]",0.25,0.0,0.39,0.01,0.15,0.04,0.17
"[432, 104, 312, 392]",0.29,0.0,0.47,0.0,0.1,0.06,0.08
"[434, 102, 311, 393]",0.15,0.0,0.52,0.01,0.15,0.09,0.08
"[417, 87, 323, 408]",0.11,0.0,0.46,0.01,0.2,0.04,0.19
"[414, 77, 325, 417]",0.15,0.0,0.37,0.01,0.19,0.03,0.26
"[406, 74, 326, 423]",0.11,0.0,0.28,0.01,0.35,0.01,0.25
"[405, 79, 319, 427]",0.04,0.0,0.12,0.01,0.7,0.0,0.13
"[397, 77, 325, 435]",0.03,0.0,0.13,0.01,0.52,0.02,0.29
"[396, 83, 326, 429]",0.06,0.0,0.18,0.01,0.53,0.01,0.21
"[396, 88, 323, 422]",0.1,0.0,0.17,0.01,0.51,0.01,0.19
"[395, 86, 322, 419]",0.13,0.0,0.15,0.01,0.29,0.0,0.42
"[397, 90, 316, 411]",0.15,0.0,0.08,0.0,0.29,0.0,0.48
"[395, 91, 315, 407]",0.13,0.0,0.07,0.0,0.27,0.0,0.53
"[401, 96, 309, 399]",0.13,0.0,0.06,0.0,0.17,0.0,0.64
"[397, 98, 308, 399]",0.09,0.0,0.05,0.0,0.18,0.0,0.67
"[397, 105, 304, 392]",0.21,0.0,0.14,0.0,0.2,0.0,0.44
"[396, 104, 306, 398]",0.16,0.0,0.19,0.01,0.18,0.03,0.43
"[395, 105, 306, 399]",0.2,0.0,0.18,0.01,0.23,0.02,0.35
"[395, 105, 306, 399]",0.19,0.0,0.19,0.01,0.22,0.03,0.35
"[395, 103, 306, 401]",0.19,0.0,0.22,0.01,0.19,0.03,0.36
"[394, 101, 309, 405]",0.2,0.0,0.24,0.01,0.18,0.02,0.36
"[401, 105, 303, 400]",0.18,0.0,0.29,0.01,0.18,0.02,0.32
"[396, 104, 306, 403]",0.18,0.0,0.24,0.01,0.23,0.01,0.33
"[386, 101, 321, 420]",0.31,0.0,0.2,0.01,0.21,0.02,0.26
"[387, 102, 319, 418]",0.3,0.0,0.24,0.01,0.2,0.02,0.23
"[387, 102, 319, 418]",0.29,0.0,0.24,0.01,0.2,0.02,0.23
"[387, 102, 322, 419]",0.27,0.0,0.28,0.01,0.2,0.03,0.2
"[388, 101, 322, 420]",0.23,0.0,0.21,0.01,0.26,0.02,0.25
"[388, 99, 320, 419]",0.14,0.0,0.22,0.04,0.13,0.08,0.39
"[389, 102, 321, 406]",0.13,0.0,0.12,0.01,0.08,0.01,0.65
"[391, 102, 319, 399]",0.12,0.0,0.05,0.0,0.1,0.0,0.72
"[392, 102, 318, 395]",0.14,0.0,0.04,0.0,0.09,0.0,0.73
"[394, 105, 310, 394]",0.16,0.0,0.07,0.0,0.21,0.0,0.56
"[398, 111, 306, 383]",0.08,0.0,0.06,0.0,0.46,0.0,0.41
"[396, 109, 306, 386]",0.06,0.0,0.05,0.0,0.38,0.0,0.5
"[393, 107, 309, 388]",0.09,0.0,0.08,0.0,0.32,0.0,0.5
"[387, 107, 311, 392]",0.13,0.0,0.08,0.0,0.31,0.0,0.47
"[382, 107, 312, 389]",0.16,0.0,0.11,0.0,0.28,0.0,0.45
"[369, 102, 317, 396]",0.12,0.0,0.11,0.01,0.18,0.0,0.58
"[369, 102, 307, 396]",0.11,0.0,0.13,0.0,0.23,0.0,0.53
"[366, 97, 315, 391]",0.11,0.0,0.1,0.01,0.21,0.0,0.58
"[363, 102, 312, 388]",0.1,0.0,0.1,0.0,0.23,0.0,0.57
"[352, 110, 315, 384]",0.14,0.0,0.09,0.0,0.25,0.0,0.52
"[351, 109, 310, 386]",0.13,0.0,0.08,0.0,0.19,0.0,0.6
"[339, 109, 313, 391]",0.12,0.0,0.09,0.0,0.21,0.0,0.58
"[332, 107, 315, 398]",0.17,0.0,0.18,0.01,0.2,0.01,0.44
"[325, 107, 320, 402]",0.16,0.0,0.29,0.0,0.19,0.05,0.31
"[327, 108, 316, 398]",0.22,0.0,0.27,0.0,0.24,0.06,0.21
"[327, 105, 319, 399]",0.19,0.0,0.27,0.0,0.26,0.07,0.2
"[330, 103, 319, 398]",0.15,0.0,0.29,0.0,0.22,0.09,0.25
"[328, 103, 321, 396]",0.16,0.0,0.21,0.0,0.2,0.06,0.36
"[333, 101, 320, 402]",0.12,0.0,0.26,0.0,0.16,0.08,0.37
"[333, 100, 320, 401]",0.09,0.0,0.19,0.0,0.15,0.05,0.52
"[334, 102, 318, 384]",0.14,0.0,0.14,0.0,0.28,0.01,0.43
"[337, 103, 315, 378]",0.12,0.0,0.27,0.0,0.25,0.01,0.35
"[327, 98, 329, 394]",0.13,0.0,0.17,0.0,0.15,0.02,0.52
"[333, 112, 317, 383]",0.07,0.0,0.1,0.0,0.26,0.01,0.55
"[327, 110, 322, 386]",0.1,0.0,0.1,0.0,0.22,0.01,0.56
"[325, 104, 326, 384]",0.1,0.0,0.35,0.0,0.19,0.03,0.32
"[321, 109, 323, 382]",0.17,0.0,0.21,0.0,0.16,0.01,0.45
"[312, 105, 322, 392]",0.17,0.0,0.2,0.0,0.15,0.03,0.44
"[304, 115, 317, 379]",0.15,0.0,0.24,0.0,0.31,0.01,0.28
"[296, 121, 313, 372]",0.17,0.0,0.11,0.0,0.36,0.0,0.36
"[291, 123, 309, 376]",0.08,0.0,0.13,0.0,0.47,0.0,0.31
"[282, 125, 310, 375]",0.06,0.0,0.08,0.0,0.38,0.0,0.47
"[275, 127, 309, 374]",0.05,0.0,0.11,0.0,0.43,0.0,0.4
"[266, 127, 312, 375]",0.07,0.0,0.09,0.0,0.57,0.0,0.26
"[259, 127, 314, 377]",0.07,0.0,0.09,0.0,0.51,0.0,0.32
"[254, 129, 314, 377]",0.1,0.0,0.07,0.0,0.41,0.0,0.42
"[248, 130, 314, 376]",0.13,0.0,0.07,0.0,0.34,0.0,0.46
"[243, 135, 311, 375]",0.12,0.0,0.09,0.0,0.26,0.0,0.53
"[238, 135, 310, 375]",0.1,0.0,0.09,0.0,0.25,0.0,0.55
"[224, 122, 338, 400]",0.18,0.0,0.24,0.0,0.22,0.01,0.35
"[221, 123, 335, 408]",0.26,0.0,0.19,0.0,0.24,0.03,0.27
"[220, 122, 335, 411]",0.24,0.0,0.18,0.0,0.27,0.02,0.29
"[216, 127, 335, 407]",0.15,0.0,0.12,0.01,0.19,0.05,0.49
"[219, 127, 333, 401]",0.21,0.0,0.09,0.0,0.18,0.01,0.52
"[218, 113, 351, 405]",0.2,0.0,0.14,0.01,0.24,0.01,0.41
"[233, 124, 328, 393]",0.25,0.0,0.1,0.0,0.26,0.0,0.39
"[233, 122, 330, 395]",0.21,0.0,0.12,0.0,0.19,0.0,0.46
"[233, 115, 345, 402]",0.21,0.0,0.16,0.0,0.24,0.01,0.37
"[238, 112, 345, 406]",0.23,0.0,0.19,0.0,0.21,0.03,0.33
"[241, 111, 345, 411]",0.32,0.0,0.18,0.0,0.23,0.01,0.25
"[242, 110, 346, 411]",0.34,0.0,0.21,0.0,0.21,0.02,0.22
"[239, 110, 344, 409]",0.32,0.0,0.21,0.0,0.2,0.02,0.25
"[239, 107, 344, 406]",0.25,0.0,0.25,0.0,0.16,0.06,0.28
"[236, 107, 344, 401]",0.24,0.0,0.23,0.0,0.18,0.02,0.32
"[234, 110, 339, 394]",0.22,0.0,0.19,0.0,0.16,0.01,0.42
"[235, 114, 320, 382]",0.23,0.0,0.1,0.0,0.13,0.01,0.53
"[230, 117, 319, 376]",0.11,0.0,0.09,0.0,0.18,0.0,0.61
"[222, 124, 319, 370]",0.17,0.0,0.1,0.0,0.3,0.0,0.42
"[213, 126, 319, 373]",0.09,0.0,0.1,0.0,0.35,0.0,0.45
"[208, 126, 321, 372]",0.09,0.0,0.16,0.0,0.43,0.0,0.32
"[200, 134, 321, 369]",0.12,0.0,0.1,0.0,0.5,0.0,0.27
"[195, 137, 324, 375]",0.12,0.0,0.11,0.0,0.5,0.0,0.27
"[189, 120, 334, 391]",0.15,0.0,0.07,0.01,0.54,0.0,0.22
"[180, 128, 334, 387]",0.27,0.0,0.11,0.0,0.36,0.0,0.25
"[173, 130, 336, 390]",0.25,0.0,0.09,0.01,0.45,0.01,0.2
"[171, 131, 337, 398]",0.18,0.0,0.09,0.01,0.5,0.0,0.22
"[165, 131, 339, 401]",0.18,0.0,0.17,0.02,0.4,0.01,0.23
"[158, 128, 344, 408]",0.22,0.0,0.14,0.02,0.33,0.01,0.26
"[152, 128, 354, 419]",0.18,0.0,0.1,0.02,0.36,0.01,0.33
"[154, 135, 347, 406]",0.22,0.0,0.09,0.02,0.38,0.01,0.28
"[148, 148, 338, 390]",0.11,0.0,0.05,0.02,0.35,0.01,0.46
"[150, 140, 330, 384]",0.07,0.0,0.07,0.03,0.36,0.0,0.46
"[149, 132, 357, 406]",0.17,0.0,0.1,0.02,0.29,0.01,0.42
"[155, 166, 314, 366]",0.06,0.0,0.11,0.01,0.39,0.0,0.41
"[153, 169, 319, 369]",0.08,0.0,0.1,0.01,0.39,0.0,0.42
"[154, 158, 324, 376]",0.1,0.0,0.09,0.02,0.32,0.0,0.47
"[154, 159, 321, 372]",0.08,0.0,0.09,0.01,0.3,0.0,0.52
"[162, 171, 326, 379]",0.1,0.0,0.13,0.0,0.37,0.0,0.4
"[166, 178, 315, 379]",0.11,0.0,0.11,0.01,0.44,0.0,0.33
"[183, 148, 342, 410]",0.06,0.0,0.1,0.01,0.23,0.01,0.59
"[181, 160, 347, 409]",0.09,0.0,0.12,0.01,0.43,0.01,0.34
"[193, 172, 337, 398]",0.11,0.0,0.09,0.01,0.42,0.01,0.37
"[202, 175, 330, 394]",0.11,0.0,0.08,0.0,0.45,0.01,0.35
"[217, 186, 330, 390]",0.11,0.0,0.04,0.0,0.51,0.0,0.33
"[222, 180, 338, 397]",0.1,0.0,0.04,0.0,0.52,0.0,0.34
"[237, 145, 346, 432]",0.12,0.0,0.1,0.02,0.3,0.02,0.43
"[233, 170, 317, 387]",0.16,0.0,0.1,0.0,0.45,0.0,0.29
"[249, 144, 339, 424]",0.13,0.0,0.09,0.02,0.35,0.01,0.39
"[252, 156, 340, 416]",0.14,0.0,0.07,0.01,0.32,0.01,0.46
"[247, 164, 326, 391]",0.13,0.0,0.04,0.01,0.26,0.0,0.56
"[247, 146, 343, 407]",0.1,0.0,0.07,0.01,0.27,0.01,0.55
"[244, 137, 353, 412]",0.1,0.0,0.05,0.06,0.12,0.0,0.66
"[247, 144, 339, 392]",0.08,0.0,0.02,0.03,0.11,0.0,0.75
"[245, 142, 341, 394]",0.06,0.0,0.02,0.04,0.09,0.0,0.79
"[241, 136, 353, 407]",0.14,0.0,0.05,0.11,0.12,0.0,0.58
"[242, 130, 359, 412]",0.09,0.0,0.04,0.06,0.13,0.01,0.67
"[240, 130, 357, 406]",0.06,0.0,0.04,0.03,0.11,0.01,0.75
"[242, 137, 346, 397]",0.07,0.0,0.04,0.04,0.16,0.0,0.69
"[246, 143, 342, 396]",0.08,0.0,0.04,0.02,0.13,0.0,0.72
"[247, 143, 342, 400]",0.13,0.0,0.05,0.03,0.11,0.0,0.69
"[267, 130, 320, 395]",0.18,0.0,0.05,0.03,0.11,0.01,0.61
"[275, 130, 316, 391]",0.12,0.0,0.08,0.03,0.12,0.02,0.63
"[270, 130, 317, 384]",0.06,0.0,0.04,0.01,0.06,0.02,0.81
"[268, 134, 341, 390]",0.1,0.0,0.06,0.0,0.08,0.01,0.74
"[274, 119, 355, 408]",0.17,0.0,0.06,0.0,0.07,0.01,0.68
"[278, 121, 347, 401]",0.07,0.0,0.03,0.0,0.06,0.01,0.83
"[293, 136, 328, 379]",0.17,0.0,0.11,0.0,0.09,0.01,0.61
"[304, 132, 330, 373]",0.18,0.0,0.08,0.0,0.07,0.02,0.64
"[306, 128, 329, 384]",0.22,0.0,0.09,0.0,0.09,0.01,0.59
"[308, 117, 331, 378]",0.13,0.0,0.12,0.0,0.13,0.02,0.6
"[313, 119, 327, 374]",0.17,0.0,0.08,0.0,0.08,0.01,0.66
"[309, 118, 331, 374]",0.12,0.0,0.1,0.0,0.06,0.01,0.71
"[310, 121, 337, 382]",0.33,0.0,0.12,0.0,0.13,0.01,0.41
"[308, 121, 338, 381]",0.24,0.0,0.09,0.0,0.11,0.01,0.55
"[311, 129, 329, 378]",0.34,0.0,0.16,0.0,0.13,0.01,0.36
"[308, 129, 331, 385]",0.28,0.0,0.19,0.0,0.1,0.01,0.42
"[301, 120, 344, 407]",0.41,0.0,0.13,0.01,0.12,0.02,0.31
"[306, 130, 332, 391]",0.38,0.0,0.17,0.01,0.14,0.02,0.28
"[306, 132, 332, 392]",0.34,0.0,0.21,0.0,0.16,0.02,0.27
"[297, 117, 352, 414]",0.42,0.0,0.25,0.01,0.12,0.04,0.15
"[298, 118, 350, 413]",0.49,0.0,0.18,0.01,0.14,0.02,0.15
"[298, 116, 353, 415]",0.51,0.0,0.18,0.0,0.14,0.02,0.15
"[320, 126, 318, 392]",0.37,0.0,0.22,0.0,0.24,0.01,0.15
"[318, 118, 337, 415]",0.38,0.0,0.17,0.0,0.22,0.01,0.23
"[331, 120, 332, 405]",0.28,0.0,0.29,0.0,0.23,0.01,0.19
"[344, 116, 326, 408]",0.31,0.0,0.2,0.0,0.23,0.02,0.23
"[356, 116, 321, 401]",0.28,0.0,0.25,0.0,0.22,0.01,0.23
"[368, 108, 328, 406]",0.19,0.0,0.23,0.0,0.26,0.02,0.31
"[384, 110, 317, 399]",0.23,0.0,0.23,0.0,0.26,0.03,0.25
"[393, 104, 320, 400]",0.2,0.0,0.33,0.0,0.16,0.02,0.29
"[403, 104, 318, 394]",0.32,0.0,0.39,0.0,0.18,0.03,0.08
"[406, 105, 323, 405]",0.23,0.0,0.23,0.0,0.29,0.04,0.2
"[413, 106, 315, 400]",0.27,0.0,0.24,0.0,0.46,0.01,0.02
"[417, 99, 315, 410]",0.22,0.0,0.18,0.01,0.54,0.01,0.04
"[419, 91, 317, 413]",0.17,0.0,0.29,0.02,0.41,0.01,0.1
"[426, 88, 323, 422]",0.17,0.0,0.17,0.03,0.49,0.01,0.13
"[438, 105, 309, 397]",0.12,0.0,0.11,0.02,0.54,0.01,0.22
"[439, 102, 312, 387]",0.16,0.0,0.08,0.01,0.18,0.0,0.56
"[440, 111, 312, 382]",0.22,0.0,0.08,0.01,0.17,0.0,0.53
"[441, 110, 309, 393]",0.2,0.0,0.05,0.01,0.13,0.0,0.61
"[441, 114, 315, 391]",0.1,0.0,0.04,0.01,0.15,0.0,0.69
"[444, 117, 313, 391]",0.14,0.0,0.07,0.0,0.2,0.0,0.59
"[451, 114, 312, 397]",0.1,0.0,0.07,0.0,0.14,0.0,0.69
"[460, 111, 313, 396]",0.12,0.0,0.13,0.01,0.1,0.01,0.63
"[464, 113, 312, 396]",0.11,0.0,0.06,0.0,0.08,0.0,0.74
"[476, 118, 303, 388]",0.09,0.0,0.04,0.01,0.05,0.01,0.81
"[458, 112, 322, 403]",0.06,0.0,0.03,0.01,0.05,0.0,0.85
"[458, 114, 322, 401]",0.06,0.0,0.02,0.01,0.04,0.0,0.87
"[460, 117, 320, 400]",0.14,0.0,0.07,0.0,0.06,0.01,0.72
"[455, 111, 324, 411]",0.15,0.0,0.1,0.01,0.07,0.02,0.65
"[478, 119, 302, 393]",0.18,0.0,0.19,0.01,0.12,0.02,0.48
"[455, 106, 329, 421]",0.15,0.0,0.34,0.01,0.11,0.04,0.34
"[455, 103, 331, 425]",0.15,0.0,0.29,0.03,0.1,0.04,0.39
"[457, 100, 331, 429]",0.13,0.0,0.41,0.04,0.09,0.04,0.28
"[459, 106, 327, 417]",0.18,0.0,0.19,0.04,0.09,0.03,0.47
"[457, 103, 329, 423]",0.19,0.0,0.3,0.04,0.07,0.03,0.36
"[450, 100, 332, 432]",0.15,0.0,0.29,0.04,0.09,0.04,0.4
"[445, 100, 332, 432]",0.22,0.0,0.2,0.03,0.13,0.02,0.41
"[439, 99, 335, 434]",0.19,0.0,0.23,0.04,0.12,0.02,0.41
"[474, 127, 299, 382]",0.18,0.0,0.38,0.01,0.15,0.03,0.26
"[439, 104, 331, 425]",0.11,0.0,0.19,0.02,0.07,0.02,0.6
"[442, 106, 328, 418]",0.1,0.0,0.12,0.01,0.07,0.01,0.7
"[445, 111, 323, 406]",0.13,0.0,0.14,0.0,0.08,0.01,0.64
"[448, 112, 323, 401]",0.11,0.0,0.08,0.0,0.07,0.01,0.73
"[451, 112, 321, 402]",0.13,0.0,0.11,0.0,0.1,0.01,0.64
"[452, 111, 322, 401]",0.14,0.0,0.11,0.0,0.11,0.01,0.63
"[453, 113, 318, 397]",0.17,0.0,0.13,0.0,0.14,0.01,0.54
"[451, 112, 320, 398]",0.14,0.0,0.08,0.0,0.12,0.01,0.65
"[453, 116, 317, 393]",0.15,0.0,0.1,0.0,0.1,0.01,0.64
"[455, 116, 316, 392]",0.13,0.0,0.05,0.0,0.07,0.01,0.74
"[474, 118, 300, 384]",0.08,0.0,0.09,0.0,0.07,0.01,0.74
"[472, 121, 301, 384]",0.14,0.0,0.08,0.0,0.11,0.0,0.67
"[461, 122, 312, 387]",0.18,0.0,0.13,0.01,0.27,0.0,0.41
"[464, 122, 307, 386]",0.11,0.0,0.14,0.02,0.5,0.01,0.23
"[467, 116, 309, 383]",0.09,0.0,0.11,0.05,0.5,0.01,0.25
"[456, 102, 314, 393]",0.08,0.0,0.26,0.06,0.34,0.01,0.26
"[461, 105, 309, 385]",0.07,0.0,0.2,0.04,0.38,0.0,0.31
"[472, 121, 301, 371]",0.08,0.0,0.19,0.02,0.27,0.0,0.44
"[453, 107, 313, 399]",0.07,0.0,0.07,0.01,0.13,0.0,0.71
"[446, 109, 313, 387]",0.1,0.0,0.07,0.01,0.18,0.0,0.63
"[455, 124, 304, 378]",0.12,0.0,0.18,0.0,0.16,0.01,0.53
"[446, 114, 317, 394]",0.13,0.0,0.09,0.0,0.1,0.01,0.67
"[448, 121, 317, 389]",0.13,0.0,0.07,0.0,0.11,0.0,0.69
"[464, 128, 312, 384]",0.15,0.0,0.05,0.0,0.09,0.0,0.72
"[469, 124, 314, 397]",0.1,0.0,0.04,0.0,0.07,0.0,0.79
"[479, 132, 313, 388]",0.09,0.0,0.05,0.0,0.08,0.0,0.77
"[482, 131, 313, 393]",0.13,0.0,0.05,0.0,0.11,0.0,0.7
"[484, 129, 311, 395]",0.19,0.0,0.07,0.01,0.14,0.0,0.58
"[464, 118, 325, 413]",0.23,0.0,0.14,0.02,0.15,0.01,0.45
"[461, 119, 322, 411]",0.27,0.0,0.34,0.04,0.18,0.03,0.14
"[461, 117, 323, 410]",0.21,0.0,0.37,0.02,0.23,0.03,0.14
"[472, 120, 307, 402]",0.24,0.0,0.53,0.01,0.14,0.05,0.04
"[462, 115, 326, 410]",0.2,0.0,0.43,0.02,0.2,0.04,0.1
"[471, 117, 318, 415]",0.21,0.0,0.21,0.04,0.18,0.06,0.29
"[471, 117, 321, 418]",0.17,0.0,0.21,0.05,0.22,0.04,0.32
"[468, 113, 323, 415]",0.14,0.0,0.26,0.04,0.16,0.07,0.33
"[471, 116, 320, 410]",0.18,0.0,0.16,0.05,0.24,0.03,0.35
"[473, 119, 318, 405]",0.21,0.0,0.15,0.02,0.26,0.01,0.34
"[467, 121, 321, 403]",0.16,0.0,0.11,0.01,0.19,0.01,0.51
"[465, 127, 317, 395]",0.2,0.0,0.07,0.01,0.14,0.01,0.57
"[478, 137, 306, 378]",0.43,0.0,0.08,0.0,0.1,0.0,0.38
"[475, 141, 306, 372]",0.37,0.0,0.07,0.0,0.11,0.0,0.44
"[474, 137, 310, 380]",0.32,0.0,0.17,0.01,0.18,0.03,0.29
"[474, 124, 314, 400]",0.15,0.0,0.13,0.02,0.38,0.01,0.31
"[480, 123, 305, 389]",0.11,0.0,0.06,0.0,0.26,0.0,0.56
"[484, 120, 305, 402]",0.23,0.0,0.12,0.0,0.36,0.0,0.28
"[491, 126, 298, 391]",0.22,0.0,0.09,0.01,0.47,0.0,0.2
"[488, 126, 301, 389]",0.33,0.0,0.1,0.0,0.35,0.0,0.22
"[483, 125, 305, 386]",0.29,0.0,0.09,0.01,0.31,0.0,0.3
"[476, 129, 307, 386]",0.35,0.0,0.09,0.0,0.33,0.0,0.23
"[479, 138, 302, 376]",0.55,0.0,0.11,0.01,0.2,0.0,0.14
"[473, 143, 306, 382]",0.44,0.0,0.11,0.01,0.31,0.01,0.12
"[470, 137, 309, 395]",0.45,0.0,0.13,0.01,0.29,0.01,0.1
"[478, 141, 303, 389]",0.38,0.0,0.25,0.01,0.17,0.08,0.1
"[479, 139, 305, 386]",0.42,0.0,0.08,0.02,0.15,0.01,0.33
"[471, 130, 315, 400]",0.24,0.0,0.05,0.0,0.17,0.0,0.53
"[475, 127, 316, 400]",0.24,0.0,0.06,0.01,0.14,0.0,0.55
"[471, 116, 321, 417]",0.23,0.0,0.16,0.03,0.16,0.03,0.4
"[470, 115, 326, 420]",0.1,0.0,0.37,0.05,0.19,0.07,0.21
"[472, 116, 323, 413]",0.21,0.0,0.2,0.04,0.31,0.03,0.22
"[475, 116, 321, 414]",0.19,0.0,0.22,0.03,0.29,0.02,0.25
"[473, 117, 317, 407]",0.2,0.0,0.11,0.02,0.4,0.0,0.27
"[470, 119, 315, 403]",0.18,0.0,0.09,0.01,0.38,0.0,0.33
"[469, 126, 314, 394]",0.18,0.0,0.09,0.02,0.34,0.0,0.37
"[465, 127, 317, 393]",0.21,0.0,0.07,0.02,0.3,0.0,0.41
"[464, 129, 315, 390]",0.23,0.0,0.06,0.01,0.32,0.0,0.38
"[471, 129, 306, 387]",0.3,0.0,0.08,0.02,0.24,0.0,0.36
"[467, 128, 305, 390]",0.19,0.0,0.08,0.03,0.31,0.01,0.37
"[465, 127, 306, 390]",0.21,0.0,0.07,0.06,0.33,0.01,0.32
"[455, 119, 314, 400]",0.17,0.0,0.12,0.02,0.26,0.01,0.42
